"sample.id","lab.id.x","method","cas.number","analyte","result","units","dilution","result.reported.to","mdl","rl","report.basis","percent.moisture","percent.solid","non.detect","duplicate","location.name","treatment.name","method.name","event.type","lab.id.y","matrix","collected","received","hold","flag"
"AV-CT2-03-OT-LC","HS23080215-03","E160.1 - TDS_W_160.1","TDS","Total Dissolved Solids (Residue, Filterable)",796,"mg/L",1,"RL",5,10,NA,NA,NA,FALSE,FALSE,"AVRC STAR","CT2","ISCO","Outflow","-03","Water",2023-08-01 23:00:00,"03 Aug 2023 08:00","No",NA
"AV-CT2-03-OT-LC-D","HS23080215-04","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",12,"mg/L",1,"RL",0.1,0.5,NA,NA,NA,FALSE,TRUE,"AVRC STAR","CT2","ISCO","Outflow","-04","Water",2023-08-01 23:00:00,"03 Aug 2023 08:00","No",NA
"AV-CT2-03-OT-LC-D","HS23080215-04","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",2.53,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,FALSE,TRUE,"AVRC STAR","CT2","ISCO","Outflow","-04","Water",2023-08-01 23:00:00,"03 Aug 2023 08:00","No",NA
"AV-CT2-03-OT-LC-D","HS23080215-04","E300 - 300_W","14797-65-0","Nitrogen, Nitrite  (As N)",0,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,FALSE,TRUE,"AVRC STAR","CT2","ISCO","Outflow","-04","Water",2023-08-01 23:00:00,"03 Aug 2023 08:00","No",NA
"AV-CT2-03-OT-LC-D","HS23080215-04","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0,"mg/L",1,"RL",0.01,0.05,NA,NA,NA,FALSE,TRUE,"AVRC STAR","CT2","ISCO","Outflow","-04","Water",2023-08-01 23:00:00,"03 Aug 2023 08:00","No",NA
"AV-CT2-03-OT-LC-D","HS23080215-04","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",0.276,"mg/L",1,"RL",0.02,0.05,NA,NA,NA,FALSE,TRUE,"AVRC STAR","CT2","ISCO","Outflow","-04","Water",2023-08-01 23:00:00,"03 Aug 2023 08:00","No",NA
"AV-CT2-03-OT-LC-D","HS23080215-04","E160.1 - TDS_W_160.1","TDS","Total Dissolved Solids (Residue, Filterable)",790,"mg/L",1,"RL",5,10,NA,NA,NA,FALSE,TRUE,"AVRC STAR","CT2","ISCO","Outflow","-04","Water",2023-08-01 23:00:00,"03 Aug 2023 08:00","No",NA
"AV-ST2-03-OT-LC","HS23080215-05","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",39,"mg/L",1,"RL",0.1,0.5,NA,NA,NA,FALSE,FALSE,"AVRC STAR","ST2","ISCO","Outflow","-05","Water",2023-08-01 23:00:00,"03 Aug 2023 08:00","No",NA
"AV-ST2-03-OT-LC","HS23080215-05","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",2.75,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,FALSE,FALSE,"AVRC STAR","ST2","ISCO","Outflow","-05","Water",2023-08-01 23:00:00,"03 Aug 2023 08:00","No",NA
"AV-ST2-03-OT-LC","HS23080215-05","E300 - 300_W","14797-65-0","Nitrogen, Nitrite  (As N)",0,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,FALSE,FALSE,"AVRC STAR","ST2","ISCO","Outflow","-05","Water",2023-08-01 23:00:00,"03 Aug 2023 08:00","No",NA
"AV-ST2-03-OT-LC","HS23080215-05","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0.057,"mg/L",1,"RL",0.01,0.05,NA,NA,NA,FALSE,FALSE,"AVRC STAR","ST2","ISCO","Outflow","-05","Water",2023-08-01 23:00:00,"03 Aug 2023 08:00","No",NA
"AV-ST2-03-OT-LC","HS23080215-05","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",0.471,"mg/L",1,"RL",0.02,0.05,NA,NA,NA,FALSE,FALSE,"AVRC STAR","ST2","ISCO","Outflow","-05","Water",2023-08-01 23:00:00,"03 Aug 2023 08:00","No",NA
"AV-ST2-03-OT-LC","HS23080215-05","E160.1 - TDS_W_160.1","TDS","Total Dissolved Solids (Residue, Filterable)",786,"mg/L",1,"RL",5,10,NA,NA,NA,FALSE,FALSE,"AVRC STAR","ST2","ISCO","Outflow","-05","Water",2023-08-01 23:00:00,"03 Aug 2023 08:00","No",NA
"AV-ST2-03-OT-LC-D","HS23080215-06","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",41,"mg/L",1,"RL",0.1,0.5,NA,NA,NA,FALSE,TRUE,"AVRC STAR","ST2","ISCO","Outflow","-06","Water",2023-08-01 23:00:00,"03 Aug 2023 08:00","No",NA
"AV-ST2-03-OT-LC-D","HS23080215-06","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",2.74,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,FALSE,TRUE,"AVRC STAR","ST2","ISCO","Outflow","-06","Water",2023-08-01 23:00:00,"03 Aug 2023 08:00","No",NA
"AV-ST2-03-OT-LC-D","HS23080215-06","E300 - 300_W","14797-65-0","Nitrogen, Nitrite  (As N)",0,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,FALSE,TRUE,"AVRC STAR","ST2","ISCO","Outflow","-06","Water",2023-08-01 23:00:00,"03 Aug 2023 08:00","No",NA
"AV-ST2-03-OT-LC-D","HS23080215-06","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0.055,"mg/L",1,"RL",0.01,0.05,NA,NA,NA,FALSE,TRUE,"AVRC STAR","ST2","ISCO","Outflow","-06","Water",2023-08-01 23:00:00,"03 Aug 2023 08:00","No",NA
"AV-ST2-03-OT-LC-D","HS23080215-06","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",0.357,"mg/L",1,"RL",0.02,0.05,NA,NA,NA,FALSE,TRUE,"AVRC STAR","ST2","ISCO","Outflow","-06","Water",2023-08-01 23:00:00,"03 Aug 2023 08:00","No",NA
"AV-ST2-03-OT-LC-D","HS23080215-06","E160.1 - TDS_W_160.1","TDS","Total Dissolved Solids (Residue, Filterable)",796,"mg/L",1,"RL",5,10,NA,NA,NA,FALSE,TRUE,"AVRC STAR","ST2","ISCO","Outflow","-06","Water",2023-08-01 23:00:00,"03 Aug 2023 08:00","No",NA
"AV-ST2-03-OT-ISC","HS23080215-07","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",37,"mg/L",1,"RL",0.1,0.5,NA,NA,NA,FALSE,FALSE,"AVRC STAR","ST2","ISCO","Outflow","-07","Water",2023-08-01 23:00:00,"03 Aug 2023 08:00","No",NA
"AV-ST2-03-OT-ISC","HS23080215-07","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",2.53,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,FALSE,FALSE,"AVRC STAR","ST2","ISCO","Outflow","-07","Water",2023-08-01 23:00:00,"03 Aug 2023 08:00","No",NA
"AV-ST2-03-OT-ISC","HS23080215-07","E300 - 300_W","14797-65-0","Nitrogen, Nitrite  (As N)",0,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,FALSE,FALSE,"AVRC STAR","ST2","ISCO","Outflow","-07","Water",2023-08-01 23:00:00,"03 Aug 2023 08:00","No",NA
"AV-ST2-03-OT-ISC","HS23080215-07","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0.064,"mg/L",1,"RL",0.01,0.05,NA,NA,NA,FALSE,FALSE,"AVRC STAR","ST2","ISCO","Outflow","-07","Water",2023-08-01 23:00:00,"03 Aug 2023 08:00","No",NA
"AV-ST2-03-OT-ISC","HS23080215-07","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",0.352,"mg/L",1,"RL",0.02,0.05,NA,NA,NA,FALSE,FALSE,"AVRC STAR","ST2","ISCO","Outflow","-07","Water",2023-08-01 23:00:00,"03 Aug 2023 08:00","No",NA
"AV-ST2-03-OT-ISC","HS23080215-07","E160.1 - TDS_W_160.1","TDS","Total Dissolved Solids (Residue, Filterable)",800,"mg/L",1,"RL",5,10,NA,NA,NA,FALSE,FALSE,"AVRC STAR","ST2","ISCO","Outflow","-07","Water",2023-08-01 23:00:00,"03 Aug 2023 08:00","No",NA
"AV-ST2-03-OT-ISC-D","HS23080215-08","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",48,"mg/L",1,"RL",0.1,0.5,NA,NA,NA,FALSE,TRUE,"AVRC STAR","ST2","ISCO","Outflow","-08","Water",2023-08-01 23:00:00,"03 Aug 2023 08:00","No",NA
"AV-ST2-03-OT-ISC-D","HS23080215-08","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",2.52,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,FALSE,TRUE,"AVRC STAR","ST2","ISCO","Outflow","-08","Water",2023-08-01 23:00:00,"03 Aug 2023 08:00","No",NA
"AV-ST2-03-OT-ISC-D","HS23080215-08","E300 - 300_W","14797-65-0","Nitrogen, Nitrite  (As N)",0,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,FALSE,TRUE,"AVRC STAR","ST2","ISCO","Outflow","-08","Water",2023-08-01 23:00:00,"03 Aug 2023 08:00","No",NA
"AV-ST2-03-OT-ISC-D","HS23080215-08","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0.069,"mg/L",1,"RL",0.01,0.05,NA,NA,NA,FALSE,TRUE,"AVRC STAR","ST2","ISCO","Outflow","-08","Water",2023-08-01 23:00:00,"03 Aug 2023 08:00","No",NA
"AV-ST2-03-OT-ISC-D","HS23080215-08","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",0.309,"mg/L",1,"RL",0.02,0.05,NA,NA,NA,FALSE,TRUE,"AVRC STAR","ST2","ISCO","Outflow","-08","Water",2023-08-01 23:00:00,"03 Aug 2023 08:00","No",NA
"AV-ST2-03-OT-ISC-D","HS23080215-08","E160.1 - TDS_W_160.1","TDS","Total Dissolved Solids (Residue, Filterable)",798,"mg/L",1,"RL",5,10,NA,NA,NA,FALSE,TRUE,"AVRC STAR","ST2","ISCO","Outflow","-08","Water",2023-08-01 23:00:00,"03 Aug 2023 08:00","No",NA
"AV-03-BK","HS23080215-09","M4500 NH3 D - TKN_W 4500NH3 D","7727-37-9TKN","Nitrogen, Total Kjeldahl",41,"mg/L",1,"RL",0.1,0.5,NA,NA,NA,FALSE,FALSE,"AVRC STAR",NA,NA,"Point Sample","-09","Water",2023-08-01 23:00:00,"03 Aug 2023 08:00","No",NA
"AV-03-BK","HS23080215-09","E300 - 300_W","14797-55-8","Nitrogen, Nitrate (As N)",0.101,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,FALSE,FALSE,"AVRC STAR",NA,NA,"Point Sample","-09","Water",2023-08-01 23:00:00,"03 Aug 2023 08:00","No",NA
"AV-03-BK","HS23080215-09","E300 - 300_W","14797-65-0","Nitrogen, Nitrite  (As N)",0,"mg/L",1,"RL",0.03,0.1,NA,NA,NA,FALSE,FALSE,"AVRC STAR",NA,NA,"Point Sample","-09","Water",2023-08-01 23:00:00,"03 Aug 2023 08:00","No",NA
"AV-03-BK","HS23080215-09","SM4500P E - P-Ortho M4500P E","7723-14-0","Phosphorus, Total Orthophosphate (as P)",0,"mg/L",1,"RL",0.01,0.05,NA,NA,NA,FALSE,FALSE,"AVRC STAR",NA,NA,"Point Sample","-09","Water",2023-08-01 23:00:00,"03 Aug 2023 08:00","No",NA
"AV-03-BK","HS23080215-09","SM4500P E - P_TW M4500P E","7723-14-0","Phosphorus, Total (As P)",0,"mg/L",1,"RL",0.02,0.05,NA,NA,NA,FALSE,FALSE,"AVRC STAR",NA,NA,"Point Sample","-09","Water",2023-08-01 23:00:00,"03 Aug 2023 08:00","No",NA
"AV-03-BK","HS23080215-09","E160.1 - TDS_W_160.1","TDS","Total Dissolved Solids (Residue, Filterable)",22,"mg/L",1,"RL",5,10,NA,NA,NA,FALSE,FALSE,"AVRC STAR",NA,NA,"Point Sample","-09","Water",2023-08-01 23:00:00,"03 Aug 2023 08:00","No",NA
"AV-CT1-01-OT-LC-4",NA,"EPA150.1",NA,"pH",7.8,"pH",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"AVRC STAR","CT1","ISCO","Outflow",NA,NA,2023-06-15 00:00:00,NA,NA,NA
"AV-CT1-01-OT-LC-4-D",NA,"EPA150.1",NA,"pH",7.79,"pH",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"AVRC STAR","CT1","ISCO","Outflow",NA,NA,2023-06-15 00:00:00,NA,NA,NA
"AV-ST1-01-OT-LC-4",NA,"EPA150.1",NA,"pH",7.88,"pH",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"AVRC STAR","ST1","ISCO","Outflow",NA,NA,2023-06-15 00:00:00,NA,NA,NA
"AV-ST1-01-OT-LC-4-D",NA,"EPA150.1",NA,"pH",7.94,"pH",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"AVRC STAR","ST1","ISCO","Outflow",NA,NA,2023-06-15 00:00:00,NA,NA,NA
"AV-ST2-01-OT-LC-4",NA,"EPA150.1",NA,"pH",8.05,"pH",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"AVRC STAR","ST2","ISCO","Outflow",NA,NA,2023-06-15 00:00:00,NA,NA,NA
"AV-ST2-01-OT-LC-4-D",NA,"EPA150.1",NA,"pH",8.01,"pH",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"AVRC STAR","ST2","ISCO","Outflow",NA,NA,2023-06-15 00:00:00,NA,NA,NA
"AV-CT2-01-OT-LC-4",NA,"EPA150.1",NA,"pH",8.06,"pH",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"AVRC STAR","CT2","ISCO","Outflow",NA,NA,2023-06-15 00:00:00,NA,NA,NA
"AV-CT2-01-OT-LC-4-D",NA,"EPA150.1",NA,"pH",8.03,"pH",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"AVRC STAR","CT2","ISCO","Outflow",NA,NA,2023-06-15 00:00:00,NA,NA,NA
"AV-ST2-01-OT-ISC-4",NA,"EPA150.1",NA,"pH",7.93,"pH",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"AVRC STAR","ST2","ISCO","Outflow",NA,NA,2023-06-15 00:00:00,NA,NA,NA
"AV-ST2-01-OT-ISC-4-D",NA,"EPA150.1",NA,"pH",7.99,"pH",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"AVRC STAR","ST2","ISCO","Outflow",NA,NA,2023-06-15 00:00:00,NA,NA,NA
"AV-01-IN-GB-4",NA,"EPA150.1",NA,"pH",8.03,"pH",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"AVRC STAR",NA,"ISCO","Inflow",NA,NA,2023-06-15 00:00:00,NA,NA,NA
"AV-01-IN-GB-4-D",NA,"EPA150.1",NA,"pH",8.03,"pH",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"AVRC STAR",NA,"ISCO","Inflow",NA,NA,2023-06-15 00:00:00,NA,NA,NA
"AV-CT1-01-OT-LC-4",NA,"EPA160.2",NA,"TSS",2183.33333333333,"mg/L",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"AVRC STAR","CT1","ISCO","Outflow",NA,NA,2023-06-15 00:00:00,NA,NA,NA
"AV-CT1-01-OT-LC-4-D",NA,"EPA160.2",NA,"TSS",2123.33333333334,"mg/L",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"AVRC STAR","CT1","ISCO","Outflow",NA,NA,2023-06-15 00:00:00,NA,NA,NA
"AV-ST1-01-OT-LC-4",NA,"EPA160.2",NA,"TSS",2390,"mg/L",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"AVRC STAR","ST1","ISCO","Outflow",NA,NA,2023-06-15 00:00:00,NA,NA,NA
"AV-ST1-01-OT-LC-4-D",NA,"EPA160.2",NA,"TSS",2360,"mg/L",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"AVRC STAR","ST1","ISCO","Outflow",NA,NA,2023-06-15 00:00:00,NA,NA,NA
"AV-ST2-01-OT-LC-4",NA,"EPA160.2",NA,"TSS",1283.33333333333,"mg/L",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"AVRC STAR","ST2","ISCO","Outflow",NA,NA,2023-06-15 00:00:00,NA,NA,NA
"AV-ST2-01-OT-LC-4-D",NA,"EPA160.2",NA,"TSS",1403.33333333333,"mg/L",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"AVRC STAR","ST2","ISCO","Outflow",NA,NA,2023-06-15 00:00:00,NA,NA,NA
"AV-CT2-01-OT-LC-4",NA,"EPA160.2",NA,"TSS",1413.33333333333,"mg/L",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"AVRC STAR","CT2","ISCO","Outflow",NA,NA,2023-06-15 00:00:00,NA,NA,NA
"AV-CT2-01-OT-LC-4-D",NA,"EPA160.2",NA,"TSS",1453.33333333334,"mg/L",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"AVRC STAR","CT2","ISCO","Outflow",NA,NA,2023-06-15 00:00:00,NA,NA,NA
"AV-ST2-01-OT-ISC-4",NA,"EPA160.2",NA,"TSS",3219.99999999999,"mg/L",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"AVRC STAR","ST2","ISCO","Outflow",NA,NA,2023-06-15 00:00:00,NA,NA,NA
"AV-ST2-01-OT-ISC-4-D",NA,"EPA160.2",NA,"TSS",1963.33333333333,"mg/L",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"AVRC STAR","ST2","ISCO","Outflow",NA,NA,2023-06-15 00:00:00,NA,NA,NA
"AV-01-IN-GB-4",NA,"EPA160.2",NA,"TSS",1496.66666666667,"mg/L",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"AVRC STAR",NA,"ISCO","Inflow",NA,NA,2023-06-15 00:00:00,NA,NA,NA
"AV-01-IN-GB-4-D",NA,"EPA160.2",NA,"TSS",1463.33333333334,"mg/L",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"AVRC STAR",NA,"ISCO","Inflow",NA,NA,2023-06-15 00:00:00,NA,NA,NA
"AV-CT1-01-OT-LC-4",NA,"EPA120.1",NA,"EC",0.713,"mS/cm",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"AVRC STAR","CT1","ISCO","Outflow",NA,NA,2023-06-15 00:00:00,NA,NA,NA
"AV-CT1-01-OT-LC-4-D",NA,"EPA120.1",NA,"EC",0.723,"mS/cm",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"AVRC STAR","CT1","ISCO","Outflow",NA,NA,2023-06-15 00:00:00,NA,NA,NA
"AV-ST1-01-OT-LC-4",NA,"EPA120.1",NA,"EC",0.802,"mS/cm",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"AVRC STAR","ST1","ISCO","Outflow",NA,NA,2023-06-15 00:00:00,NA,NA,NA
"AV-ST1-01-OT-LC-4-D",NA,"EPA120.1",NA,"EC",0.804,"mS/cm",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"AVRC STAR","ST1","ISCO","Outflow",NA,NA,2023-06-15 00:00:00,NA,NA,NA
"AV-ST2-01-OT-LC-4",NA,"EPA120.1",NA,"EC",0.762,"mS/cm",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"AVRC STAR","ST2","ISCO","Outflow",NA,NA,2023-06-15 00:00:00,NA,NA,NA
"AV-ST2-01-OT-LC-4-D",NA,"EPA120.1",NA,"EC",0.748,"mS/cm",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"AVRC STAR","ST2","ISCO","Outflow",NA,NA,2023-06-15 00:00:00,NA,NA,NA
"AV-CT2-01-OT-LC-4",NA,"EPA120.1",NA,"EC",0.756,"mS/cm",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"AVRC STAR","CT2","ISCO","Outflow",NA,NA,2023-06-15 00:00:00,NA,NA,NA
"AV-CT2-01-OT-LC-4-D",NA,"EPA120.1",NA,"EC",0.753,"mS/cm",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"AVRC STAR","CT2","ISCO","Outflow",NA,NA,2023-06-15 00:00:00,NA,NA,NA
"AV-ST2-01-OT-ISC-4",NA,"EPA120.1",NA,"EC",0.825,"mS/cm",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"AVRC STAR","ST2","ISCO","Outflow",NA,NA,2023-06-15 00:00:00,NA,NA,NA
"AV-ST2-01-OT-ISC-4-D",NA,"EPA120.1",NA,"EC",0.82,"mS/cm",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"AVRC STAR","ST2","ISCO","Outflow",NA,NA,2023-06-15 00:00:00,NA,NA,NA
"AV-01-IN-GB-4",NA,"EPA120.1",NA,"EC",0.974,"mS/cm",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"AVRC STAR",NA,"ISCO","Inflow",NA,NA,2023-06-15 00:00:00,NA,NA,NA
"AV-01-IN-GB-4-D",NA,"EPA120.1",NA,"EC",0.964,"mS/cm",NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"AVRC STAR",NA,"ISCO","Inflow",NA,NA,2023-06-15 00:00:00,NA,NA,NA
